id_date,date,VN10YT=HN,VN15YT=HN,VN1YT=HN,VN20YT=HN,VN2YT=HN,VN3MT=HN,VN3YT=HN,VN5YT=HN,VN6MT=HN,VN7YT=HN,VN9MT=HN
20200203,2020-02-03,2.9973299503326416,3.4726901054382324,1.4280500411987305,3.744339942932129,1.657770037651062,1.2452800273895264,1.8721599578857422,2.2576301097869873,1.3072199821472168,2.5895400047302246,1.3681399822235107
20200204,2020-02-04,3.0144898891448975,3.3613998889923096,1.5492000579833984,3.5746400356292725,1.790179967880249,1.3522700071334839,2.007999897003174,2.380579948425293,1.419510006904602,2.6793200969696045,1.4851399660110474
20200205,2020-02-05,2.9659299850463867,3.376460075378418,1.618939995765686,3.6328399181365967,1.8175300359725952,1.460610032081604,2.002429962158203,2.333699941635132,1.514299988746643,2.617769956588745,1.5670700073242188
20200206,2020-02-06,2.900059938430786,3.2901999950408936,1.6556999683380127,3.5731101036071777,1.843250036239624,1.5047600269317627,2.016170024871826,2.3222899436950684,1.556089997291565,2.5820000171661377,1.6063899993896484
20200207,2020-02-07,2.8230600357055664,3.2582600116729736,1.6523499488830566,3.588589906692505,1.812309980392456,1.5268399715423584,1.9641000032424927,2.244349956512451,1.569219946861267,2.4955201148986816,1.611050009727478
20200210,2020-02-10,2.883310079574585,3.2704200744628906,1.6729799509048462,3.557110071182251,1.8533200025558472,1.5283600091934204,2.0202200412750244,2.317229986190796,1.577489972114563,2.570780038833618,1.62568998336792
20200211,2020-02-11,2.9587199687957764,3.260469913482666,1.6706899404525757,3.4388599395751953,1.7526899576187134,1.6777900457382202,1.896880030632019,2.2522900104522705,1.667099952697754,2.589200019836426,1.665060043334961
20200212,2020-02-12,2.879650115966797,3.279510021209717,1.6698100566864014,3.5604300498962402,1.8443000316619873,1.5312000513076782,2.00750994682312,2.3022899627685547,1.578160047531128,2.558500051498413,1.6243599653244019
20200213,2020-02-13,2.8877499103546143,3.2635300159454346,1.655269980430603,3.52662992477417,1.8404699563980103,1.5067299604415894,2.0117599964141846,2.315840005874634,1.55718994140625,2.5738399028778076,1.6066999435424805
20200214,2020-02-14,2.889270067214966,3.2444798946380615,1.6665500402450562,3.4516899585723877,1.7277699708938599,1.6916899681091309,1.854390025138855,2.1843700408935547,1.6747100353240967,2.5102200508117676,1.6666699647903442
20200217,2020-02-17,2.8004000186920166,3.2265000343322754,1.6319299936294556,3.4870200157165527,1.7199900150299072,1.6077899932861328,1.8457900285720825,2.1402699947357178,1.6107100248336792,2.4309399127960205,1.6189700365066528
20200218,2020-02-18,2.763439893722534,3.2110800743103027,1.6375099420547485,3.4897799491882324,1.7046799659729004,1.6341400146484375,1.816100001335144,2.0963900089263916,1.6296099424362183,2.385349988937378,1.6309499740600586
20200219,2020-02-19,2.677999973297119,3.1048099994659424,1.6243400573730469,3.4364099502563477,1.7616300582885742,1.5177899599075317,1.8935699462890625,2.1419200897216797,1.5536600351333618,2.3703999519348145,1.589169979095459
20200220,2020-02-20,2.6826701164245605,3.0778300762176514,1.6101399660110474,3.38713002204895,1.7592400312423706,1.492460012435913,1.8998600244522095,2.1573801040649414,1.5322599411010742,2.386169910430908,1.5714800357818604
20200221,2020-02-21,2.6426401138305664,3.062340021133423,1.6661900281906128,3.4047000408172607,1.7898900508880615,1.570770025253296,1.9096299409866333,2.137500047683716,1.6028300523757935,2.350339889526367,1.6346399784088135
20200224,2020-02-24,2.7253100872039795,3.144129991531372,1.6771199703216553,3.454040050506592,1.8131599426269531,1.5717699527740479,1.9441800117492676,2.191390037536621,1.6072100400924683,2.4191699028015137,1.6423200368881226
20200225,2020-02-25,2.693419933319092,3.041800022125244,1.692770004272461,3.3345699310302734,1.839020013809204,1.5757999420166016,1.974869966506958,2.2182199954986572,1.6155099868774414,2.4284698963165283,1.6544899940490723
20200226,2020-02-26,2.6642699241638184,3.0724000930786133,1.7120100259780884,3.396440029144287,1.83187997341156,1.6197700500488281,1.9482100009918213,2.170259952545166,1.6507400274276733,2.3782799243927,1.681480050086975
20200227,2020-02-27,2.770240068435669,3.172729969024658,1.690000057220459,3.4513399600982666,1.8346099853515625,1.5772500038146973,1.9728000164031982,2.230380058288574,1.6152499914169312,2.46370005607605,1.6528300046920776
20200228,2020-02-28,2.8061299324035645,3.0589098930358887,1.661020040512085,3.2093400955200195,1.7314200401306152,1.6729600429534912,1.860260009765625,2.180109977722168,1.6611100435256958,2.481559991836548,1.657439947128296
20200302,2020-03-02,2.6586101055145264,3.0594100952148438,1.7021199464797974,3.3731400966644287,1.8240200281143188,1.6080399751663208,1.9419200420379639,2.165869951248169,1.6396600008010864,2.3743200302124023,1.6710100173950195
20200303,2020-03-03,2.640010118484497,3.030090093612671,1.693310022354126,3.340130090713501,1.815999984741211,1.5981700420379639,1.9340300559997559,2.15664005279541,1.63018000125885,2.362060070037842,1.6618900299072266
20200304,2020-03-04,2.522200107574463,2.875070095062256,1.49468994140625,3.086790084838867,1.6354199647903442,1.3845700025558472,1.769279956817627,2.0167899131774902,1.421720027923584,2.2380099296569824,1.4584200382232666
20200305,2020-03-05,2.3404300212860107,2.7242000102996826,1.481279969215393,3.0431900024414062,1.5876599550247192,1.3996800184249878,1.6912699937820435,1.89028000831604,1.427049994468689,2.0784099102020264,1.4542499780654907
20200306,2020-03-06,2.2298200130462646,2.6012001037597656,1.43218994140625,2.922919988632202,1.5291999578475952,1.3580399751663208,1.624079942703247,1.8075400590896606,1.382889986038208,1.982640027999878,1.4076100587844849
20200309,2020-03-09,2.0952000617980957,2.459939956665039,1.4361599683761597,2.8236899375915527,1.5095499753952026,1.3811099529266357,1.5828900337219238,1.7294600009918213,1.399459958076477,1.8758800029754639,1.4178099632263184
20200310,2020-03-10,2.1171700954437256,2.45947003364563,1.4695199728012085,2.7895500659942627,1.5435099601745605,1.4136899709701538,1.6169999837875366,1.76242995262146,1.4323300123214722,1.9058400392532349,1.4509400129318237
20200311,2020-03-11,2.174639940261841,2.5022199153900146,1.4879900217056274,2.795229911804199,1.5708999633789062,1.424649953842163,1.6520999670028687,1.809440016746521,1.445870041847229,1.9602400064468384,1.46697998046875
20200312,2020-03-12,2.172600030899048,2.4866600036621094,1.5059499740600586,2.7818000316619873,1.588919997215271,1.4419399499893188,1.6693300008773804,1.8230199813842773,1.4634499549865723,1.9682199954986572,1.484779953956604
20200313,2020-03-13,2.2649800777435303,2.518170118331909,1.5233299732208252,2.7521800994873047,1.6352200508117676,1.4330799579620361,1.7381099462509155,1.9197800159454346,1.4637900590896606,2.073889970779419,1.4938700199127197
20200316,2020-03-16,2.2253599166870117,2.5296599864959717,1.5533699989318848,2.8064000606536865,1.6384999752044678,1.487470030784607,1.7206499576568604,1.87663996219635,1.5096399784088135,2.022599935531616,1.5316100120544434
20200317,2020-03-17,2.3189198970794678,2.644160032272339,1.554610013961792,2.9030001163482666,1.6514099836349487,1.4800000190734863,1.745169997215271,1.9236899614334106,1.5050599575042725,2.0904200077056885,1.5299299955368042
20200318,2020-03-18,2.3599400520324707,2.6954801082611084,1.567430019378662,2.9688398838043213,1.6457699537277222,1.5407299995422363,1.7419500350952148,1.938330054283142,1.5448299646377563,2.119529962539673,1.5541000366210938
20200319,2020-03-19,2.68110990524292,2.761389970779419,1.7572300434112549,2.819499969482422,1.7160199880599976,1.95169997215271,1.8122999668121338,2.1388299465179443,1.8662699460983276,2.4339799880981445,1.8024100065231323
20200320,2020-03-20,2.5891199111938477,2.930069923400879,1.7812600135803223,3.1966300010681152,1.8836400508880615,1.7023600339889526,1.9828300476074219,2.171689987182617,1.7288600206375122,2.3479700088500977,1.7551599740982056
20200323,2020-03-23,2.8649699687957764,3.065890073776245,1.7750500440597534,3.1678099632263184,1.8345799446105957,1.8000400066375732,1.9570200443267822,2.2690699100494385,1.7832499742507935,2.5618300437927246,1.7752599716186523
20200324,2020-03-24,2.7395899295806885,3.110690116882324,1.850469946861267,3.407749891281128,1.964959979057312,1.7618099451065063,2.0752899646759033,2.283869981765747,1.791640043258667,2.4770400524139404,1.8211899995803833
20200325,2020-03-25,2.8583199977874756,3.189419984817505,1.788789987564087,3.3656699657440186,1.8603399991989136,1.7893999814987183,1.9786499738693237,2.2627298831939697,1.7824300527572632,2.534899950027466,1.7825299501419067
20200326,2020-03-26,2.878159999847412,3.224560022354126,1.8817299604415894,3.4568400382995605,2.0200300216674805,1.772979974746704,2.1508901119232178,2.3912301063537598,1.8097200393676758,2.6046199798583984,1.8459700345993042
